Full name,Born in,Born-on,College,Links
Matt Harvey,"  New London, Connecticut",  03-27-1989  (Aries),  University of North Carolina,https://www.baseball-almanac.com/players/player.php?p=harvema01
Steven Matz,"  Stony Brook, New York",  05-29-1991  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=matzst01
Jonathon Niese,"  Lima, Ohio",  10-27-1986  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=niesejo01
Addison Reed,"  Etiwanda, California",  12-27-1988  (Capricorn),  San Diego State University,https://www.baseball-almanac.com/players/player.php?p=reedad01
Hansel Robles,"  Bonao, Monseñor Nouel, Dominican Republic",  08-13-1990  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=robleha01
Noah Syndergaard,"  Mansfield, Texas",  08-29-1992  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=syndeno01
Jake Arrieta,"  Farmington, Missouri",  03-06-1986  (Pisces),  Weatherford College & Texas Christian University,https://www.baseball-almanac.com/players/player.php?p=arrieja01
Aroldis Chapman,"  Holguin, Cuba",  02-28-1988  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=chapmar01
Carl Edwards Jr.,"  Newberry, South Carolina",  09-03-1991  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=edwarca01
Justin Grimm,"  Bristol, Tennessee",  08-16-1988  (Leo),  University of Georgia,https://www.baseball-almanac.com/players/player.php?p=grimmju01
Kyle Hendricks,"  Newport Beach, California",  12-07-1989  (Sagittarius),  Dartmouth College,https://www.baseball-almanac.com/players/player.php?p=hendrky01
Mike Montgomery,"  Mission Hills, California",  07-01-1989  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=montgmi01
Hector Rondon,"  Guatire, Miranda, Venezuela",  02-26-1988  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rondohe01
Pedro Strop,"  San Cristóbal, San Cristóbal, Dominican Republic",  06-13-1985  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=stroppe01
Travis Wood,"  Little Rock, Arkansas",  02-06-1987  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=woodtr01
Cody Allen,"  Orlando, Florida",  11-20-1988  (Scorpio),  University of Central Florida & High Point University,https://www.baseball-almanac.com/players/player.php?p=allenco01
Trevor Bauer,"  North Hollywood, California",  01-17-1991  (Capricorn),  University of California at Los Angeles,https://www.baseball-almanac.com/players/player.php?p=bauertr01
Mike Clevinger,"  Jacksonville, Florida",  12-21-1990  (Sagittarius),  Seminole State College of Florida,https://www.baseball-almanac.com/players/player.php?p=clevimi01
Corey Kluber,"  Birmingham, Alabama",  04-10-1986  (Aries),  Stetson University,https://www.baseball-almanac.com/players/player.php?p=klubeco01
Jeff Manship,"  San Antonio, Texas",  01-16-1985  (Capricorn),  University of Notre Dame,https://www.baseball-almanac.com/players/player.php?p=manshje01
Zach McAllister,"  Peoria, Illinois",  12-08-1987  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mcallza01
Andrew Miller,"  Gainesville, Florida",  05-21-1985  (Taurus),  University of North Carolina,https://www.baseball-almanac.com/players/player.php?p=millean01
Dan Otero,"  Miami, Florida",  02-19-1985  (Pisces),  Duke University & University of South Florida,https://www.baseball-almanac.com/players/player.php?p=oteroda01
Danny Salazar,"  Santo Domingo, Distrito Nacional, Dominican Republic",  01-11-1990  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=salazda01
Bryan Shaw,"  Livermore, California",  11-08-1987  (Scorpio),  Long Beach State University,https://www.baseball-almanac.com/players/player.php?p=shawbr01
Josh Tomlin,"  Tyler, Texas",  10-19-1984  (Libra),  Texas Tech University,https://www.baseball-almanac.com/players/player.php?p=tomlijo01
Chris Devenski,"  Cerritos, California",  11-13-1990  (Scorpio),  Cal State Fullerton,https://www.baseball-almanac.com/players/player.php?p=devench02
Ken Giles,"  Albuquerque, New Mexico",  09-20-1990  (Virgo),  Yavapai College,https://www.baseball-almanac.com/players/player.php?p=gileske01
Luke Gregerson,"  Park Ridge, Illinois",  05-14-1984  (Taurus),  Saint Xavier University,https://www.baseball-almanac.com/players/player.php?p=gregelu01
Will Harris,"  Houston, Texas",  08-28-1984  (Virgo),  Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=harriwi02
Dallas Keuchel,"  Tulsa, Oklahoma",  01-01-1988  (Capricorn),  University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=keuchda01
Francisco Liriano,"  San Cristóbal, San Cristóbal, Dominican Republic",  10-26-1983  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=liriafr01
Lance McCullers,"  Tampa, Florida",  03-08-1964  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mcculla01
Collin McHugh,"  Naperville, Illinois",  06-19-1987  (Gemini),  Berry College,https://www.baseball-almanac.com/players/player.php?p=mchugco01
Charlie Morton,"  Flemington, New Jersey",  11-12-1983  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mortoch02
Joe Musgrove,"  El Cajon, California",  12-04-1992  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=musgrjo01
Brad Peacock,"  Palm Beach, Florida",  02-02-1988  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=peacobr01
Tony Cingrani,"  Evergreen Park, Illinois",  07-05-1989  (Cancer),  South Suburban College & Rice University,https://www.baseball-almanac.com/players/player.php?p=cingrto01
Yu Darvish,"  Osaka, Japan",  08-16-1986  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=darviyu01
Josh Fields,"  Athens, Georgia",  08-19-1985  (Leo),  University of Georgia,https://www.baseball-almanac.com/players/player.php?p=fieldjo03
Rich Hill,"  Boston, Massachusetts",  03-11-1980  (Aries),  University of Michigan,https://www.baseball-almanac.com/players/player.php?p=hillri01
Kenley Jansen,"  Willemstad, Curacao",  09-30-1987  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=janseke01
Clayton Kershaw,"  Dallas, Texas",  03-19-1988  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kershcl01
Kenta Maeda,"  Osaka, Japan",  04-11-1988  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=maedake01
Brandon McCarthy,"  Glendale, California",  07-07-1983  (Cancer),  Lamar Community College,https://www.baseball-almanac.com/players/player.php?p=mccarbr01
Brandon Morrow,"  Santa Rosa, California",  07-26-1984  (Leo),"  University of California, Berkeley",https://www.baseball-almanac.com/players/player.php?p=morrobr01
Ross Stripling,"  Bluebell, Pennsylvania",  11-23-1989  (Sagittarius),  Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=stripro01
Tony Watson,"  Sioux City, Iowa",  05-30-1985  (Gemini),  University of Nebraska,https://www.baseball-almanac.com/players/player.php?p=watsoto01
Alex Wood,"  Charlotte, North Carolina",  01-12-1991  (Capricorn),  University of Georgia,https://www.baseball-almanac.com/players/player.php?p=woodal01
Matt Barnes,"  Danbury, Connecticut",  06-17-1990  (Gemini),  University of Connecticut,https://www.baseball-almanac.com/players/player.php?p=barnema01
Ryan Brasier,"  Wichita Falls, Texas",  08-26-1987  (Virgo),  Weatherford College,https://www.baseball-almanac.com/players/player.php?p=brasiry01
Nathan Eovaldi,"  Houston, Texas",  02-13-1990  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=eovalna01
Heath Hembree,"  Spartanburg, South Carolina",  01-13-1989  (Capricorn),  College of Charleston,https://www.baseball-almanac.com/players/player.php?p=hembrhe01
Craig Kimbrel,"  Huntsville, Alabama",  05-28-1988  (Gemini),  Wallace State Community College,https://www.baseball-almanac.com/players/player.php?p=kimbrcr01
Eduardo Rodriguez,"  Valencia, Carabobo, Venezuela",  04-07-1993  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rodried05
Chris Sale,"  Lakeland, Florida",  03-30-1989  (Aries),  Florida Gulf Coast University,https://www.baseball-almanac.com/players/player.php?p=salech01
Scott Alexander,"  Santa Rosa, California",  07-10-1989  (Cancer),  Pepperdine University & Sonoma State University,https://www.baseball-almanac.com/players/player.php?p=alexasc01
Pedro Báez,"  Baní, Peravia, Dominican Republic",  03-11-1988  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=baezpe01
Walker Buehler,"  Lexington, Kentucky",  07-28-1994  (Leo),  Vanderbilt University,https://www.baseball-almanac.com/players/player.php?p=buehlwa01
Dylan Floro,"  Merced, California",  12-27-1990  (Capricorn),  Cal State Fullerton,https://www.baseball-almanac.com/players/player.php?p=florody01
Hyun Jin Ryu,"  Incheon, Incheon, South Korea",  03-25-1987  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ryuhy01
Julio Urías,"  Culiacan Rosales, Sinaloa, Mexico",  08-12-1996  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=uriasju01
Patrick Corbin,"  Clay, New York",  07-19-1989  (Cancer),  Chipola College,https://www.baseball-almanac.com/players/player.php?p=corbipa01
Sean Doolittle,"  Rapid City, South Dakota",  09-26-1986  (Libra),  University of Virginia,https://www.baseball-almanac.com/players/player.php?p=doolise01
Javy Guerra,"  Denton, Texas",  10-31-1985  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=guerrja01
Daniel Hudson,"  Lynchburg, Virginia",  03-09-1987  (Pisces),  Old Dominion University,https://www.baseball-almanac.com/players/player.php?p=hudsoda01
Tanner Rainey,"  Folsom, Louisiana",  12-25-1992  (Capricorn),  Southeastern Louisiana & West Alabama,https://www.baseball-almanac.com/players/player.php?p=raineta01
Joe Ross,"  Berkeley, California",  05-21-1993  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rossjo01
Stephen Strasburg,"  San Diego, California",  07-20-1988  (Cancer),  San Diego State University,https://www.baseball-almanac.com/players/player.php?p=strasst01
Wander Suero,"  Sabana Larga, San José de Ocoa, Dominican Republic",  09-15-1991  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=suerowa01
Gerrit Cole,"  Newport Beach, California",  09-08-1990  (Virgo),"  University of California, Los Angeles",https://www.baseball-almanac.com/players/player.php?p=colege01
Zack Greinke,"  Orlando, Florida",  10-21-1983  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=greinza01
Josh James,"  Hollywood, Florida",  03-08-1993  (Pisces),  Western Oklahoma State College,https://www.baseball-almanac.com/players/player.php?p=jamesjo02
Roberto Osuna,"  Juan José Ríos, Sinaloa, Mexico",  02-07-1995  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=osunaro01
Ryan Pressly,"  Dallas, Texas",  12-15-1988  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=pressry01
Joe Smith,"  Cincinnati, Ohio",  03-22-1984  (Aries),  Wright State University,https://www.baseball-almanac.com/players/player.php?p=smithjo05
José Urquidy,"  Mazatlan, Sinaloa, Mexico",  05-01-1995  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=urquijo01
Tony Gonsolin,"  Vacaville, California",  05-14-1994  (Taurus),  Saint Mary's College of California,https://www.baseball-almanac.com/players/player.php?p=gonsoto01
Victor González,"  Tuxpan, Nayarit, Mexico",  11-16-1995  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=gonzavi02
Brusdar Graterol,"  Calabozo, Guarico, Venezuela",  08-26-1998  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=gratebr01
Adam Kolarek,"  Baltimore, Maryland",  01-14-1989  (Capricorn),  University of Maryland,https://www.baseball-almanac.com/players/player.php?p=kolarad01
Dustin May,"  Justin, Texas",  09-06-1997  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=maydu01
Jake McGee,"  San Jose, California",  08-06-1986  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mcgeeja01
Blake Treinen,"  Wichita, Kansas",  06-30-1988  (Cancer),  South Dakota State University,https://www.baseball-almanac.com/players/player.php?p=treinbl01
Nick Anderson,"  Crosby, Minnesota",  07-05-1990  (Cancer),  Mayville State University (2012),https://www.baseball-almanac.com/players/player.php?p=anderni01
Diego Castillo,"  Cabrera, María Trinidad Sánchez, Dominican Republic",  01-18-1994  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=castidi01
John Curtiss,"  Dallas, Texas",  04-05-1993  (Aries),  University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=curtijo02
Pete Fairbanks,"  Milwaukee, Wisconsin",  12-16-1993  (Sagittarius),  University of Missouri,https://www.baseball-almanac.com/players/player.php?p=fairbpe01
Josh Fleming,"  Bridgeton, Missouri",  05-18-1996  (Taurus),  Webster University (2017),https://www.baseball-almanac.com/players/player.php?p=flemijo01
Tyler Glasnow,"  Newhall, California",  08-23-1993  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=glasnty01
Aaron Loup,"  Raceland, Louisiana",  12-19-1987  (Sagittarius),  Tulane University,https://www.baseball-almanac.com/players/player.php?p=loupaa01
Shane McClanahan,"  Baltimore, Maryland",  04-28-1997  (Taurus),  University of South Florida,https://www.baseball-almanac.com/players/player.php?p=mcclash01
Ryan Sherriff,"  Culver City, California",  05-25-1990  (Gemini),  Glendale Community College (2010-11),https://www.baseball-almanac.com/players/player.php?p=sherrry01
Blake Snell,"  Seattle, Washington",  12-04-1992  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=snellbl01
Ryan Thompson,"  Turner, Oregon",  06-26-1992  (Cancer),  Campbell University,https://www.baseball-almanac.com/players/player.php?p=thompry02
Ryan Yarbrough,"  Austin, Texas",  12-31-1991  (Capricorn),  Old Dominion University,https://www.baseball-almanac.com/players/player.php?p=yarbrry01
Ian Anderson,"  Rexford, New York",  05-02-1998  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=anderia01
Jesse Chavez,"  San Gabriel, California",  08-21-1983  (Leo),  Riverside Community College (CA),https://www.baseball-almanac.com/players/player.php?p=chaveje01
Tucker Davidson,"  Amarillo, Texas",  03-25-1996  (Aries),  Midland College (2014-2015),https://www.baseball-almanac.com/players/player.php?p=davidtu01
Max Fried,"  Santa Monica, California",  01-18-1994  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=friedma01
Luke Jackson,"  Fort Lauderdale, Florida",  08-24-1991  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jackslu01
Dylan Lee,"  Dinuba, California",  08-01-1994  (Leo),"  College of the Sequoias & California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=leedy01
Chris Martin,"  Arlington, Texas",  06-02-1986  (Gemini),  McLennan Community College,https://www.baseball-almanac.com/players/player.php?p=martich02
Tyler Matzek,"  Mission Viejo, California",  10-19-1990  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=matzety01
A.J. Minter,"  Tyler, Texas",  09-02-1993  (Virgo),  Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=minteaj01
Will Smith,"  Newnan, Georgia",  07-10-1989  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=smithwi04
Kyle Wright,"  Huntsville, Alabama",  10-02-1995  (Libra),  Vanderbilt University,https://www.baseball-almanac.com/players/player.php?p=wrighky01
Luis Garcia,"  Bolivar, Venezuela",  12-13-1996  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=garcilu05
Yimi García,"  Moca, Espaillat, Dominican Republic",  08-18-1990  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=garciyi01
Ryne Stanek,"  St. Louis, Missouri",  07-26-1991  (Leo),  University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=stanery01
Cristian Javier,"  Santo Domingo, Distrito Nacional, Dominican Republic",  03-26-1997  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=javiecr01
Phil Maton,"  Paducah, Kentucky",  03-25-1993  (Aries),  Louisiana Tech University,https://www.baseball-almanac.com/players/player.php?p=matonph01
Jake Odorizzi,"  Breese, Illinois",  03-27-1990  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=odorija01
Brooks Raley,"  San Antonio, Texas",  06-29-1988  (Cancer),  Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=raleybr01
Blake Taylor,"  Orange, California",  08-17-1995  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=taylobl01
Framber Valdez,"  Palenque, San Cristóbal, Dominican Republic",  11-19-1993  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=valdefr01
Bryan Abreu,"  Santo Domingo, Distrito Nacional, Dominican Republic",  04-22-1997  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=abreubr01
Lance McCullers Jr.,"  Tampa, Florida",  10-02-1993  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mcculla02
Rafael Montero,"  Higuerito, Banica, Dominican Republic",  10-17-1990  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=montera01
Héctor Neris,"  Villa Altagracia, San Cristóbal, Dominican Republic",  06-14-1989  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=nerishe01
José Alvarado,"  Maracaibo, Zulia, Venezuela",  05-21-1995  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=alvarjo03
Andrew Bellatti,"  San Diego, California",  08-05-1991  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bellaan01
Connor Brogdon,"  Clovis, California",  01-29-1995  (Aquarius),  Fresno City College & Lewis-Clark State College,https://www.baseball-almanac.com/players/player.php?p=brogdco01
Seranthony Domínguez,"  Esperanza, Valverde, Dominican Republic",  11-25-1994  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=dominse01
Zach Eflin,"  Orlando, Florida",  04-08-1994  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=eflinza01
Kyle Gibson,"  Greenfield, Indiana",  10-23-1987  (Scorpio),  University of Missouri,https://www.baseball-almanac.com/players/player.php?p=gibsoky01
Brad Hand,"  Minneapolis, Minnesota",  03-20-1990  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=handbr01
Nick Nelson,"  Panama City, Florida",  12-05-1995  (Sagittarius),  Gulf Coast Community College (2015-2016),https://www.baseball-almanac.com/players/player.php?p=nelsoni01
Aaron Nola,"  Baton Rouge, Louisiana",  06-04-1993  (Gemini),  Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=nolaaa01
Ranger Suárez,"  Pie de Cuesta, Lara, Venezuela",  08-26-1995  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=suarera01
Zack Wheeler,"  Smyrna, Georgia",  05-30-1990  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wheelza01
Cody Bradford,"  Aledo, Texas",  02-22-1998  (Pisces),  Baylor University,https://www.baseball-almanac.com/players/player.php?p=bradfco01
Brock Burke,"  Chicago, Illinois",  08-04-1996  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=burkebr01
Dane Dunning,"  Orange Park, Florida",  12-20-1994  (Sagittarius),  University of Florida,https://www.baseball-almanac.com/players/player.php?p=dunnida01
Jon Gray,"  Shawnee, Oklahoma",  11-05-1991  (Scorpio),  University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=grayjo02
Andrew Heaney,"  Oklahoma City, Oklahoma",  06-05-1991  (Gemini),  Oklahoma State University,https://www.baseball-almanac.com/players/player.php?p=heanean01
Jose Leclerc,"  Esperanza, Valverde, Dominican Republic",  12-19-1993  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=leclejo01
Jordan Montgomery,"  Sumter, South Carolina",  12-27-1992  (Capricorn),  University of South Carolina,https://www.baseball-almanac.com/players/player.php?p=montgjo01
Martín Pérez,"  Guanare, Portuguesa, Venezuela",  04-04-1991  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=perezma02
Josh Sborz,"  Washington, D.C.",  12-17-1993  (Sagittarius),  University of Virginia,https://www.baseball-almanac.com/players/player.php?p=sborzjo01
Chris Stratton,"  Tupelo, Mississippi",  08-22-1990  (Leo),  Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=stratch01
Miguel Castro,"  La Romana, La Romana, Dominican Republic",  12-24-1994  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=castrmi01
Luis Frías,"  Rio San Juan, María Trinidad Sánchez, Dominican Republic",  05-23-1998  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=friaslu01
Zac Gallen,"  Somerdale, New Jersey",  08-03-1995  (Leo),  University of North Carolina,https://www.baseball-almanac.com/players/player.php?p=galleza01
Kevin Ginkel,"  San Diego, California",  03-24-1994  (Aries),  Southwestern College (2014-15) & University of Arizona,https://www.baseball-almanac.com/players/player.php?p=ginkeke01
Merrill Kelly,"  Houston, Texas",  10-14-1988  (Libra),  Yavapai College (2008-2009) & Arizona State University,https://www.baseball-almanac.com/players/player.php?p=kellyme01
Joe Mantiply,"  Danville, Virginia",  03-01-1991  (Pisces),  Virginia Tech,https://www.baseball-almanac.com/players/player.php?p=mantijo01
Kyle Nelson,"  San Francisco, California",  07-08-1996  (Cancer),"  University of California, Santa Barbara",https://www.baseball-almanac.com/players/player.php?p=nelsoky01
Ryne Nelson,"  Henderson, Nevada",  02-01-1998  (Aquarius),  University of Oregon,https://www.baseball-almanac.com/players/player.php?p=nelsory01
Brandon Pfaadt,"  Louisville, Kentucky",  10-15-1998  (Libra),  Bellarmine University (2018-20),https://www.baseball-almanac.com/players/player.php?p=pfaadbr01
Andrew Saalfrank,"  Fort Wayne, Indiana",  08-18-1997  (Leo),  Indiana University,https://www.baseball-almanac.com/players/player.php?p=saalfan01
Paul Sewald,"  Las Vegas, Nevada",  05-26-1990  (Gemini),  University of San Diego,https://www.baseball-almanac.com/players/player.php?p=sewalpa01
Anthony Banda,"  Corpus Christi, Texas",  08-10-1993  (Leo),  San Jacinto College,https://www.baseball-almanac.com/players/player.php?p=bandaan01
Ben Casparius,"  Westport, Connecticut",  02-11-1999  (Aquarius),  University of North Carolina & University of Connecticut,https://www.baseball-almanac.com/players/player.php?p=caspabe01
Jack Flaherty,"  Burbank, California",  10-15-1995  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=flaheja01
Brent Honeywell,"  Augusta, Georgia",  03-31-1995  (Aries),  Walters State Community College,https://www.baseball-almanac.com/players/player.php?p=honeybr01
Landon Knack,"  Johnson City, Tennessee",  07-15-1997  (Cancer),  Walters State Community College & East Tennessee State University,https://www.baseball-almanac.com/players/player.php?p=knackla01
Michael Kopech,"  Longview, Texas",  04-30-1996  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kopecmi01
Alex Vesia,"  Alpine, California",  04-11-1996  (Aries),  Cal State East Bay (2018),https://www.baseball-almanac.com/players/player.php?p=vesiaal01
Yoshinobu Yamamoto,"  Bizen, Okayama, Japan",  08-17-1998  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=yamamyo01
Nestor Cortes,"  Surgidero de Batabano, Cuba",  12-10-1994  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=cortene01
Jake Cousins,"  Park Ridge, Illinois",  07-14-1994  (Cancer),  University of Pennsylvania,https://www.baseball-almanac.com/players/player.php?p=cousija01
Luis Gil,"  Azua de Compostela, Azua, Dominican Republic",  06-03-1998  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=gillu01
Tim Hill,"  Mission Hills, California",  02-10-1990  (Aquarius),  Bacone College,https://www.baseball-almanac.com/players/player.php?p=hillti01
Clay Holmes,"  Dothan, Alabama",  03-27-1993  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=holmecl01
Tommy Kahnle,"  Latham, New York",  08-07-1989  (Leo),  Lynn University,https://www.baseball-almanac.com/players/player.php?p=kahnlto01
Mark Leiter Jr.,"  Fort Lauderdale, Florida",  03-13-1991  (Pisces),  New Jersey Institute of Technology (2010-13),https://www.baseball-almanac.com/players/player.php?p=leitema02
Tim Mayza,"  Allentown, Pennsylvania",  01-15-1992  (Capricorn),  Millersville University of Pennsylvania,https://www.baseball-almanac.com/players/player.php?p=mayzati01
Carlos Rodón,"  Miami, Florida",  12-10-1992  (Sagittarius),  North Carolina State University,https://www.baseball-almanac.com/players/player.php?p=rodonca01
Clarke Schmidt,"  Acworth, Georgia",  02-20-1996  (Pisces),  University of South Carolina,https://www.baseball-almanac.com/players/player.php?p=schmicl01
Marcus Stroman,"  Medford, New York",  05-01-1991  (Taurus),  Duke University,https://www.baseball-almanac.com/players/player.php?p=stromma01
Luke Weaver,"  DeLand, Florida",  08-21-1993  (Leo),  Florida State University,https://www.baseball-almanac.com/players/player.php?p=weavelu01
